,APM,Tcell,IFNgamma,PDL1
TCGA-IG-A97H,1.695668339,0.074767107,2.461849274,1.76030744
TCGA-IG-A97I,1.72564265,-0.165617531,2.430540843,1.166721003
TCGA-JY-A6F8,1.640159566,-0.539962132,1.987966733,0.844632677
TCGA-JY-A6FA,1.508858891,-0.529789058,1.756217724,1.434916634
TCGA-JY-A6FB,1.638484453,-0.273960207,1.882233153,0.775760904
TCGA-JY-A6FD,1.735856382,0.212978228,3.256394897,2.292858091
TCGA-JY-A6FE,1.658101799,-0.113275648,2.684112557,2.177229865
TCGA-JY-A6FG,1.629379876,-0.758685342,2.305305765,2.09657296
TCGA-JY-A6FH,1.660771212,-0.555171805,1.979107782,1.246192758
TCGA-JY-A938,1.755785697,0.533684748,3.598901887,1.890831317
TCGA-JY-A939,1.727029377,0.717819661,3.218121963,2.295039748
TCGA-JY-A93C,1.620806252,-0.073283812,2.352093943,1.527843434
TCGA-JY-A93D,1.673690396,0.855919597,3.087104653,1.904973783
TCGA-JY-A93E,1.714706199,0.573461293,3.199073189,1.679880549
TCGA-JY-A93F,1.322367552,-0.351065005,2.116079144,1.798043518
TCGA-KH-A6WC,1.635369891,-0.299665004,2.492475358,2.011500484
TCGA-L5-A43C,1.640031142,0.521564829,2.540018798,1.861947504
TCGA-L5-A43E,1.715247278,0.139822559,2.620047628,1.484992769
TCGA-L5-A43H,1.661477816,0.301942789,2.765118704,1.813144934
TCGA-L5-A43I,1.593945789,-0.118189517,2.084477766,1.109429392
TCGA-L5-A43J,1.61166636,0.056475037,2.62050302,1.693462183
TCGA-L5-A43M,1.679968726,-0.018282322,2.640573679,1.366608921
TCGA-L5-A4OE,1.715414616,0.225437293,3.111352264,2.608250071
TCGA-L5-A4OF,1.597695373,0.054654605,2.280198103,1.398538814
TCGA-L5-A4OG,1.713033739,0.220855716,3.096067596,2.011401913
TCGA-L5-A4OH,1.663283172,-0.459405632,2.285070431,0.930332009
TCGA-L5-A4OI,1.702211933,-0.182527278,2.00847108,1.618119482
TCGA-L5-A4OJ,1.655791889,-0.218958792,2.230360362,1.273819558
TCGA-L5-A4OM,1.49388796,0.033649964,2.149173327,1.389334326
TCGA-L5-A4ON,1.723812578,-0.574015492,2.5496009,1.579539244
TCGA-L5-A4OO,1.734424593,0.46201455,3.068058565,1.595971398
TCGA-L5-A4OP,1.633207732,-0.038365536,2.570781711,1.437739145
TCGA-L5-A4OQ,1.655599748,0.343141561,2.776034166,1.779826466
TCGA-L5-A4OR,1.646187748,0.096011159,2.55429553,1.470742483
TCGA-L5-A4OS,1.725284274,0.667959641,3.172767802,1.597149012
TCGA-L5-A4OT,1.611432154,0.358361999,2.719251424,1.791885472
TCGA-L5-A4OU,1.733777126,0.444770653,3.500925797,2.219455011
TCGA-L5-A4OW,1.727136999,0.108788752,2.825953543,1.728195247
TCGA-L5-A4OX,1.723835134,0.352262296,2.745197904,1.513355499
TCGA-L5-A88S,1.625793318,0.005012538,2.294402063,0.911565682
TCGA-L5-A88V,1.68485104,-0.335230813,2.151110167,1.123708633
TCGA-L5-A88W,1.609601413,-0.269235562,1.852688616,1.400397793
TCGA-L5-A88Y,1.667546759,-0.18815033,2.647558778,1.963177445
TCGA-L5-A88Z,1.490837671,-0.755246567,2.142517146,2.965405661
TCGA-L5-A891,1.609268436,-0.430216239,1.957062289,1.34245017
TCGA-L5-A893,1.697161245,0.117144119,2.697754094,1.575524699
TCGA-L5-A8NE,1.543002195,-0.071740189,2.438645646,1.400518536
TCGA-L5-A8NF,1.612507244,-0.065334533,2.33274143,1.244265168
TCGA-L5-A8NG,1.720660291,0.507482701,2.76549255,1.675077622
TCGA-L5-A8NH,1.710666392,0.051817893,2.66514308,1.665365009
TCGA-L5-A8NI,1.64119421,0.021686368,2.937772665,1.567361981
TCGA-L5-A8NJ,1.656567336,-0.377826912,2.289205528,0.992246846
TCGA-L5-A8NK,1.625054231,-0.013076972,2.302328628,1.461530691
TCGA-L5-A8NL,1.646688307,0.296888928,2.075053767,1.48736191
TCGA-L5-A8NM,1.710116577,0.439901717,3.071019469,1.854993971
TCGA-L5-A8NN,1.624129042,-0.302847691,2.893910247,1.33962162
TCGA-L5-A8NQ,1.718565977,-0.241127864,3.128646112,1.692305856
TCGA-L5-A8NR,1.672803187,0.006471253,2.284565927,1.454240243
TCGA-L5-A8NS,1.68788651,0.67758162,3.189449193,2.029251262
TCGA-L5-A8NT,1.699214792,0.475022196,2.41905334,2.015323326
TCGA-L5-A8NU,1.686282626,1.470319234,3.070974519,1.548554355
TCGA-L5-A8NV,1.699877147,0.211188476,2.634690439,1.354807433
TCGA-L5-A8NW,1.669215581,0.018196511,2.76887839,1.72603258
TCGA-L7-A56G,1.621601796,-0.123657169,2.605963579,1.615923571
TCGA-L7-A6VZ,1.717575766,-0.54475537,2.294274949,1.46216402
TCGA-LN-A49K,1.697729378,0.262142151,3.061342194,2.466212903
TCGA-LN-A49L,1.597420384,0.463136682,2.820217576,1.39198781
TCGA-LN-A49M,1.586915916,-0.389399298,2.205897065,2.126515927
TCGA-LN-A49N,1.632135344,0.564767834,2.637291972,1.803196931
TCGA-LN-A49O,1.720547902,0.567793967,3.515270181,2.539693033
TCGA-LN-A49P,1.750941168,0.57725957,3.405090333,1.951899744
TCGA-LN-A49R,1.700885646,-0.043646984,2.993601456,2.136896871
TCGA-LN-A49S,1.690990311,-0.17285955,2.9659314,1.796318774
TCGA-LN-A49U,1.53123354,-0.382123713,1.673473455,1.478947666
TCGA-LN-A49V,1.585697816,-0.001896955,2.319502076,1.181740223
TCGA-LN-A49W,1.715136982,0.939837694,3.37391774,2.054337797
TCGA-LN-A49X,1.709072198,0.31795654,3.100737766,1.594934206
TCGA-LN-A49Y,1.489577112,-0.376552925,1.961957301,0.563913507
TCGA-LN-A4A1,1.609612321,-0.216447628,2.149216378,1.779043045
TCGA-LN-A4A2,1.407868119,-0.10093931,2.034366212,1.346853268
TCGA-LN-A4A3,1.681191488,-0.242844549,2.23844347,1.56237651
TCGA-LN-A4A4,1.549225791,-0.021744256,2.108000959,0.877842631
TCGA-LN-A4A5,1.683172696,0.347283598,2.758403314,1.536701071
TCGA-LN-A4A6,1.679048168,0.029234675,2.536732104,1.331017821
TCGA-LN-A4A8,1.65762314,0.582240684,2.577311441,2.120247339
TCGA-LN-A4A9,1.707028633,0.589226968,3.412721521,2.309493285
TCGA-LN-A4MQ,1.455512805,-0.159566189,1.786578048,1.502361939
TCGA-LN-A4MR,1.681622663,0.314897842,2.974561091,1.853021019
TCGA-LN-A5U5,1.724005727,-0.082129182,2.788118921,1.473618573
TCGA-LN-A5U6,1.649252717,-0.065341321,2.594830101,1.293759514
TCGA-LN-A5U7,1.707628814,0.224020455,2.761025367,1.481469618
TCGA-LN-A7HV,1.563882847,-0.746835926,1.836504641,1.174481806
TCGA-LN-A7HW,1.5819972,-0.40609018,1.501040922,2.05319397
TCGA-LN-A7HX,1.712576427,-0.166129508,2.68934593,1.780478472
TCGA-LN-A7HY,1.621654332,-0.041900277,2.317666575,1.658525584
TCGA-LN-A7HZ,1.707302404,0.44299486,3.24874451,2.410839426
TCGA-LN-A8HZ,1.469254101,-0.442832435,2.094777023,1.892785868
TCGA-LN-A8I0,1.634335944,-0.524824634,2.421595095,2.124782479
TCGA-LN-A8I1,1.691151697,-0.289984069,2.93771776,1.622063687
TCGA-LN-A9FO,1.68560778,0.429480497,3.33048268,1.810683779
TCGA-LN-A9FP,1.528850429,0.487057969,2.445864292,1.661218363
TCGA-LN-A9FQ,1.626290745,-0.16050224,2.419558697,1.900867623
TCGA-LN-A9FR,1.676392243,0.08133596,2.565640942,1.404856362
TCGA-M9-A5M8,1.642872745,0.06652362,2.487423769,1.494140088
TCGA-Q9-A6FU,1.673411243,-0.095715524,2.402629698,1.985439037
TCGA-Q9-A6FW,1.637994293,-0.236114162,2.44082197,2.157145427
TCGA-R6-A6DN,1.698350964,-0.205515547,2.766613862,1.968430901
TCGA-R6-A6DQ,1.72218434,0.287585209,3.110397687,2.093136033
TCGA-R6-A6KZ,1.648004865,0.091211766,2.867855722,1.283192776
TCGA-R6-A6L4,1.652403743,-0.56700585,1.58524714,1.654647294
TCGA-R6-A6L6,1.686635344,-0.459508765,2.485030491,1.487691271
TCGA-R6-A6XG,1.635662447,-0.767291746,1.68244213,0.729716718
TCGA-R6-A6XQ,1.476467405,-0.641955304,1.33800585,1.415250959
TCGA-R6-A6Y0,1.652036265,-0.419313789,2.631613231,2.057946934
TCGA-R6-A6Y2,1.658254574,0.11890607,2.576938654,1.863978471
TCGA-R6-A8W5,1.682713785,-0.050181685,2.962783724,1.88245159
TCGA-R6-A8W8,1.740482684,-0.201561063,3.054330736,1.676377524
TCGA-R6-A8WC,1.691252794,-0.054312488,2.118398618,1.423495166
TCGA-R6-A8WG,1.598775231,0.34190228,2.872483406,1.577626395
TCGA-RE-A7BO,1.712669978,-0.397829835,1.771856824,1.347691064
TCGA-S8-A6BV,1.659933123,-0.03884225,2.55789605,1.339102367
TCGA-S8-A6BW,1.630225295,-0.120280327,1.729891015,2.012837192
TCGA-V5-A7RB,1.683625969,-0.126668674,2.596315776,1.588505167
TCGA-V5-A7RC,1.632361588,-0.088706737,2.463316047,1.233441213
TCGA-V5-A7RE,1.673965812,-0.518250203,2.400351274,1.290477516
TCGA-V5-AASV,1.714615709,0.221809193,2.496215013,1.833540793
TCGA-V5-AASW,1.716062179,-0.114432038,2.595618088,1.630893181
TCGA-V5-AASX,1.743386546,0.268879012,3.307497278,1.772589757
TCGA-VR-A8EO,1.557461733,0.233251179,2.455919461,0.654067836
TCGA-VR-A8EP,1.558989661,-0.219226749,2.333477844,1.809424082
TCGA-VR-A8EQ,1.727434047,-0.239252538,2.476028363,1.318906247
TCGA-VR-A8ER,1.653187258,-0.304379896,2.360703799,1.581104195
TCGA-VR-A8ET,1.579084882,-0.459515532,2.272228527,0.708585559
TCGA-VR-A8EU,1.717266224,-0.044782601,3.109349156,1.655323907
TCGA-VR-A8EW,1.464620543,-0.460916198,1.663321516,1.131360517
TCGA-VR-A8EX,1.645159574,-0.374455357,2.674556939,1.924824367
TCGA-VR-A8EY,1.558238678,-0.630832478,1.881143432,1.228695373
TCGA-VR-A8EZ,1.607536444,-0.168061823,2.86755162,2.516438919
TCGA-VR-A8Q7,1.718028699,-0.257926277,3.056428231,2.162271696
TCGA-VR-AA4D,1.603199806,0.005274542,1.638493385,0.591181186
TCGA-VR-AA4G,1.741031407,0.299816148,3.001405982,2.085029957
TCGA-VR-AA7B,1.611141686,0.240219632,2.316243268,1.435127257
TCGA-VR-AA7D,1.748621123,0.536460967,3.4984924,2.672725978
TCGA-VR-AA7I,1.745120128,0.673090269,3.608563824,2.181212671
TCGA-X8-AAAR,1.711008868,0.405758897,2.831374004,1.374160777
TCGA-XP-A8T6,1.678274976,-0.332198549,2.088432285,2.254525626
TCGA-XP-A8T8,1.708851099,-0.36682626,2.447110609,1.419661453
TCGA-Z6-A8JD,1.660458079,0.171169473,2.717182018,1.438580183
TCGA-Z6-A8JE,1.441920196,-0.005326322,2.344513863,1.13778514
TCGA-Z6-A9VB,1.51022859,-0.464088309,1.769378566,0.926338388
TCGA-Z6-AAPN,1.664452436,-0.100125558,3.12071359,1.780438624
TCGA-ZR-A9CJ,1.732672935,-0.105318759,2.255021145,1.621397711
TCGA-4P-AA8J,1.716088326,-0.157145104,2.880513027,1.737293648
TCGA-BA-4074,1.575700303,-0.357968637,2.469510541,1.659957062
TCGA-BA-4075,1.597200902,-0.732920961,2.104877138,2.327789949
TCGA-BA-4076,1.591494022,-0.23516502,2.158602074,1.687976402
TCGA-BA-4077,1.748923643,0.110887292,3.624727697,2.388284192
TCGA-BA-4078,1.622332489,-0.000812943,2.820367091,2.286561999
TCGA-BA-5149,1.703919472,-0.182629689,3.042891443,2.199826457
TCGA-BA-5151,1.698572771,0.169338937,2.803867054,2.077291579
TCGA-BA-5152,1.714276178,0.14167408,3.235944157,2.031428664
TCGA-BA-5153,1.707409683,0.722496295,2.940991373,1.702632126
TCGA-BA-5555,1.750696656,-0.037689404,2.896942324,1.434108819
TCGA-BA-5556,1.746794634,0.598370694,3.773734709,2.578487925
TCGA-BA-5557,1.666544756,0.067244,2.789038696,2.386613098
TCGA-BA-5558,1.727390734,0.029185458,3.164955362,1.96108777
TCGA-BA-5559,1.74231401,1.274317098,3.730131174,2.466113992
TCGA-BA-6868,1.708312613,-0.051718603,2.322380919,1.220058377
TCGA-BA-6869,1.677426596,-0.635439532,2.691939606,1.613302582
TCGA-BA-6870,1.728595278,-0.014542903,2.203456482,1.41403861
TCGA-BA-6871,1.696487587,0.19233071,2.855899773,1.827614141
TCGA-BA-6872,1.697256926,-0.255693362,2.635954583,1.759751674
TCGA-BA-6873,1.742977776,0.195768322,3.332262362,2.313274405
TCGA-BA-7269,1.598330439,-0.673079891,2.288997074,0.812224621
TCGA-BA-A4IF,1.719885563,-0.186509839,2.091529142,0.995055749
TCGA-BA-A4IG,1.680414568,0.022140749,2.881007759,1.685910946
TCGA-BA-A4IH,1.714290135,0.558845779,3.195163394,1.81004222
TCGA-BA-A4II,1.697044462,-0.213454431,2.795715107,1.531558105
TCGA-BA-A6D8,1.525644673,-0.857370805,1.887937149,0.995815017
TCGA-BA-A6DA,1.676793211,-0.681407712,2.849964267,1.465831787
TCGA-BA-A6DB,1.718070833,0.396214127,3.333369921,1.628741332
TCGA-BA-A6DD,1.72974863,0.022461147,3.433580579,1.624657428
TCGA-BA-A6DE,1.740333009,-0.362223069,2.897962817,1.776529756
TCGA-BA-A6DG,1.657230243,0.222386491,2.376837595,2.306602998
TCGA-BA-A6DI,1.712740248,-0.25848299,3.152601362,2.086441698
TCGA-BA-A6DJ,1.731543567,0.044105876,3.535949925,2.663094751
TCGA-BA-A6DL,1.672967989,-0.379663045,2.448451379,1.481454095
TCGA-BA-A8YP,1.606997046,-0.17400518,2.389861724,1.412073963
TCGA-BB-4217,1.697712429,0.915085431,2.617901497,1.768689148
TCGA-BB-4223,1.603406203,0.878340513,3.215151094,1.820108152
TCGA-BB-4224,1.697366936,-0.388313384,2.493141727,1.254045097
TCGA-BB-4225,1.670232443,0.948190085,3.316094168,1.872212232
TCGA-BB-4227,1.62030054,-0.667747314,1.82745895,1.629090388
TCGA-BB-4228,1.451730645,-0.084061321,3.009451002,1.992523032
TCGA-BB-7861,1.7491618,1.802554385,4.074172495,2.945598559
TCGA-BB-7862,1.598874184,0.191547601,2.501098046,1.554174076
TCGA-BB-7863,1.668314543,-0.447167667,2.493127668,2.367948245
TCGA-BB-7864,1.562793678,-0.397598364,2.050481664,1.438445828
TCGA-BB-7866,1.665629904,0.535828854,3.09900432,2.16821454
TCGA-BB-7870,1.682881337,-0.511129478,2.56832299,1.36744538
TCGA-BB-7871,1.693898917,-0.033877764,2.646735135,1.300278016
TCGA-BB-7872,1.742772559,0.143624612,3.527791464,2.096871793
TCGA-BB-8596,1.661710032,0.24825076,2.505858531,1.798250689
TCGA-BB-8601,1.413640608,-0.98077599,1.294004888,1.395588464
TCGA-BB-A5HU,1.641935163,0.080861474,2.528124861,1.635037159
TCGA-BB-A5HY,1.714891688,-0.351152719,2.355389474,1.625741388
TCGA-BB-A5HZ,1.659586165,-0.571124604,2.113831664,1.951298168
TCGA-BB-A6UM,1.756224383,0.276740126,3.590205621,2.26904571
TCGA-BB-A6UO,1.704791743,-0.47656036,2.649787915,2.397364622
TCGA-C9-A47Z,1.70655316,-0.347376619,3.089081121,2.869957676
TCGA-C9-A480,1.71930746,-0.312181107,3.156316145,2.076130495
TCGA-CN-4722,1.608909612,-0.025558379,2.094754637,1.523950563
TCGA-CN-4723,1.725884148,0.299507164,3.170843776,2.046659018
TCGA-CN-4725,1.605039959,-0.416359257,2.227486625,1.614016139
TCGA-CN-4726,1.637557407,-0.507502233,2.433356844,1.920805551
TCGA-CN-4727,1.682968072,-0.457400862,1.453145009,1.579025205
TCGA-CN-4728,1.711004859,0.795141128,3.085639628,2.265369781
TCGA-CN-4729,1.704843301,-0.096495984,2.391390477,2.025793149
TCGA-CN-4730,1.666315018,-0.597815979,2.176813471,1.170991773
TCGA-CN-4731,1.710649631,-0.1502525,2.483587076,1.159329529
TCGA-CN-4733,1.752672515,1.554762752,3.643177593,2.416229314
TCGA-CN-4734,1.732208286,0.517042364,3.612550987,2.625466794
TCGA-CN-4735,1.689600616,0.470089686,3.354747768,1.950754668
TCGA-CN-4736,1.752438114,0.465269909,3.70783782,2.466271353
TCGA-CN-4737,1.642166811,-0.080661283,2.264853306,1.50181622
TCGA-CN-4738,1.720278854,0.353776814,3.125562082,2.112118829
TCGA-CN-4739,1.667415175,0.285675265,2.505250506,1.676535406
TCGA-CN-4740,1.673944943,0.626691972,3.112601986,2.089488271
TCGA-CN-4741,1.710906336,-0.110195577,2.782545738,1.822719101
TCGA-CN-4742,1.701608201,0.216347124,2.453645859,1.850238088
TCGA-CN-5355,1.686029647,0.04159979,2.341341143,1.923211886
TCGA-CN-5356,1.680247592,0.020084496,2.241745292,1.506521267
TCGA-CN-5358,1.713855408,1.218231332,3.217562424,2.108003189
TCGA-CN-5359,1.698973125,0.703902499,3.086576255,2.101894791
TCGA-CN-5360,1.72674958,0.831103882,3.319517871,2.481601697
TCGA-CN-5361,1.739681478,-0.135413272,2.947953352,1.895430281
TCGA-CN-5363,1.742339341,0.261581585,3.708228408,2.541591723
TCGA-CN-5364,1.636188946,-0.022954682,2.752131663,1.957274855
TCGA-CN-5365,1.732262763,-0.234200967,3.149769686,2.168473912
TCGA-CN-5366,1.714396126,-0.165470588,3.170939844,2.212491238
TCGA-CN-5367,1.72466833,-0.374673179,2.673130126,1.195077311
TCGA-CN-5369,1.739150478,0.478136495,3.694806893,2.641710033
TCGA-CN-5370,1.736808422,0.449530722,3.36923247,2.83528081
TCGA-CN-5373,1.732835216,0.399177814,3.394362814,2.947930964
TCGA-CN-5374,1.727542988,0.527846098,3.181602865,1.599277038
TCGA-CN-6010,1.66452357,-0.107282717,2.584586351,2.550560981
TCGA-CN-6011,1.735211425,-0.376836922,2.782610926,2.667681714
TCGA-CN-6012,1.710929293,0.183898699,3.056516117,2.006598664
TCGA-CN-6013,1.757300683,0.57359002,3.697614356,2.699144556
TCGA-CN-6016,1.678049485,0.363984368,2.767180846,1.897604551
TCGA-CN-6017,1.745278051,1.296914637,3.675518216,2.626639035
TCGA-CN-6018,1.743166529,0.367637224,3.298549665,2.243144748
TCGA-CN-6019,1.638082545,0.370286746,2.809447161,1.91728174
TCGA-CN-6020,1.732078776,-0.060706791,2.912075723,2.013085924
TCGA-CN-6021,1.566990663,-0.371189399,2.047003817,1.218257089
TCGA-CN-6022,1.701622472,0.670087094,2.439896269,1.81587249
TCGA-CN-6023,1.728976102,0.058814777,3.089429806,2.724908823
TCGA-CN-6024,1.524058075,-0.496308495,2.080181429,2.308195053
TCGA-CN-6988,1.577548133,-0.781232146,1.990007333,1.421551282
TCGA-CN-6989,1.689253325,0.642560113,2.372362809,2.133219457
TCGA-CN-6992,1.646443565,-0.074907716,2.338957254,2.218136212
TCGA-CN-6994,1.65737143,-0.288886909,2.592537159,1.751811635
TCGA-CN-6995,1.752614646,0.135128331,3.574263894,2.146890483
TCGA-CN-6996,1.748651667,0.882437188,3.670502156,2.685907366
TCGA-CN-6997,1.592828466,-0.391257254,2.27598052,1.236169316
TCGA-CN-6998,1.722780503,-0.136491172,3.031670183,2.665801365
TCGA-CN-A497,1.68404339,0.070981886,2.6490859,1.670783748
TCGA-CN-A498,1.728015502,-0.2383713,3.175881729,2.082376007
TCGA-CN-A499,1.75028076,0.513007092,3.973424093,2.637035184
TCGA-CN-A49A,1.615513294,-0.38475445,2.197415929,1.498929155
TCGA-CN-A49B,1.748805948,0.150056425,3.424179362,2.129432074
TCGA-CN-A49C,1.681320836,-0.308639938,2.76983968,1.792580777
TCGA-CN-A63T,1.724350117,0.10322118,3.250542277,1.758787791
TCGA-CN-A63U,1.658923456,-0.538890531,2.024453025,1.306733749
TCGA-CN-A63V,1.597700987,-0.332025567,2.058657722,1.760769931
TCGA-CN-A63W,1.71797448,-0.390620738,2.906857633,1.290615509
TCGA-CN-A641,1.672640638,-0.529808095,2.087992677,1.380686896
TCGA-CN-A642,1.727361761,0.125511466,3.568458217,1.884693432
TCGA-CN-A6UY,1.708564167,0.490414057,3.226072454,1.827059599
TCGA-CN-A6V1,1.73988955,0.952781166,3.631141268,1.524938489
TCGA-CN-A6V3,1.744439217,0.01357615,3.436877364,2.1079219
TCGA-CN-A6V6,1.743717129,0.609319584,3.649282152,2.227812174
TCGA-CN-A6V7,1.513733952,-0.389105591,2.835750687,1.598693135
TCGA-CQ-5323,1.729460809,-0.037298865,3.174763593,2.058110819
TCGA-CQ-5324,1.713812356,-0.023941588,3.219576198,1.983756601
TCGA-CQ-5325,1.74706794,0.835584041,3.694655472,3.105373914
TCGA-CQ-5326,1.722457999,0.018390425,2.798161721,2.116318782
TCGA-CQ-5327,1.740361689,0.170948362,3.672880561,2.208223617
TCGA-CQ-5329,1.741768729,-0.102361999,3.422248023,1.745494043
TCGA-CQ-5330,1.746082943,0.305168864,3.593035356,2.370500136
TCGA-CQ-5331,1.74820052,0.41012996,3.900590531,2.550986178
TCGA-CQ-5332,1.443659253,-0.091696761,2.263406783,1.560052562
TCGA-CQ-5333,1.747102267,0.513014113,3.895030243,2.073388381
TCGA-CQ-5334,1.746758446,0.611320635,3.596303729,2.388944449
TCGA-CQ-6218,1.718463895,-0.110438316,3.114948972,1.959707595
TCGA-CQ-6219,1.746212033,0.325255702,3.709121623,2.326540669
TCGA-CQ-6220,1.740226346,0.00257804,3.302595175,2.087749483
TCGA-CQ-6221,1.680366246,-0.290820786,2.379808352,0.972184318
TCGA-CQ-6222,1.726667417,0.257723391,3.388300811,2.563069141
TCGA-CQ-6223,1.710929071,-0.059314713,3.068613226,2.067134116
TCGA-CQ-6224,1.707908615,0.152570632,3.0853614,1.869030372
TCGA-CQ-6225,1.509877631,-0.799044017,1.685973669,0.780029127
TCGA-CQ-6227,1.667002854,-0.043538545,2.679073131,1.852500732
TCGA-CQ-6228,1.55446096,-0.528722786,2.093860065,1.383607142
TCGA-CQ-6229,1.73142828,0.062921156,3.612536252,2.199302551
TCGA-CQ-7063,1.735106065,0.456364893,3.777664539,2.9532212
TCGA-CQ-7065,1.693378699,-0.79403125,1.948501787,1.139419372
TCGA-CQ-7067,1.713179825,-0.066386595,2.899308069,1.872654988
TCGA-CQ-7068,1.751119491,0.594030994,4.017634842,2.887307783
TCGA-CQ-7069,1.683173473,-0.182607223,2.428136839,1.864349674
TCGA-CQ-7071,1.703916432,0.159044966,3.430839144,2.213036712
TCGA-CQ-7072,1.616730294,0.421262081,1.918317337,1.320300028
TCGA-CQ-A4C6,1.735271309,0.122349328,3.482926241,2.588683951
TCGA-CQ-A4C7,1.743292875,-0.061450286,3.192343907,2.290370781
TCGA-CQ-A4C9,1.690845288,-0.529190519,2.147173229,1.869056793
TCGA-CQ-A4CA,1.753432418,0.283248633,3.76777183,1.685526777
TCGA-CQ-A4CB,1.730999285,0.303319186,2.794347102,1.953757759
TCGA-CQ-A4CD,1.750182744,-0.240563668,3.46246807,1.913130095
TCGA-CQ-A4CE,1.720966618,-0.212376451,3.228563136,2.233934797
TCGA-CQ-A4CG,1.690003026,-0.130321486,2.646494826,2.198953845
TCGA-CQ-A4CH,1.671013048,-0.275068055,2.084163265,1.914359026
TCGA-CQ-A4CI,1.57632198,-0.192991448,1.875062607,2.097226064
TCGA-CR-5243,1.71932825,0.485697832,2.944665479,1.954607164
TCGA-CR-5247,1.649922476,-0.439096422,1.705901833,0.862882393
TCGA-CR-5248,1.690115408,1.070343045,3.40216717,1.944267939
TCGA-CR-5249,1.720391149,0.6656992,3.005954057,2.326208832
TCGA-CR-5250,1.65612533,0.462898537,2.70991778,1.829327578
TCGA-CR-6467,1.646974331,0.900121707,3.250501058,1.929198146
TCGA-CR-6470,1.738142112,1.034706777,3.617150467,2.38422255
TCGA-CR-6471,1.719275027,0.806584701,3.092145059,2.329397879
TCGA-CR-6472,1.345219557,-0.100484175,2.578729617,1.290446439
TCGA-CR-6473,1.624186243,0.236714797,2.995562212,1.812475501
TCGA-CR-6474,1.68561919,0.311783853,2.923025864,2.215100641
TCGA-CR-6477,1.67544116,0.465030609,2.528327374,1.897012047
TCGA-CR-6478,1.752401357,0.824962903,3.803362359,2.950129142
TCGA-CR-6480,1.737680953,-0.193244439,3.079498061,2.027516769
TCGA-CR-6481,1.727030312,1.268124393,3.565112885,2.275120085
TCGA-CR-6482,1.738059089,1.203800234,3.397467217,1.917370526
TCGA-CR-6484,1.75395079,0.319741569,3.476368619,2.487414143
TCGA-CR-6487,1.752389066,1.436670276,3.690917794,2.732026062
TCGA-CR-6488,1.643071017,0.309319227,2.473291399,1.913972712
TCGA-CR-6491,1.702389828,-0.287987989,2.749063184,1.331032304
TCGA-CR-6492,1.72986224,-0.069360375,3.146027173,2.25615949
TCGA-CR-6493,1.70901466,-0.51837522,2.703719505,2.211123212
TCGA-CR-7364,1.632586799,-0.115079949,2.476062509,1.794615598
TCGA-CR-7365,1.690106595,-0.190662507,2.729994403,1.322219295
TCGA-CR-7367,1.626540357,0.288762367,2.723886728,1.865266286
TCGA-CR-7368,1.736862512,0.257402694,2.933963974,1.748439225
TCGA-CR-7369,1.642202341,0.032045243,2.305979714,2.139088455
TCGA-CR-7370,1.612728024,0.141912263,2.946138241,2.87153791
TCGA-CR-7371,1.674722703,0.11844437,2.890086601,1.824708192
