,APM,Tcell,IFNgamma,PDL1
TCGA-D3-A1Q1,1.303251432,-0.587787196,1.918924304,0.828060234
TCGA-D3-A1Q3,1.732256132,0.416479945,2.87947862,1.750926289
TCGA-D3-A1Q4,1.529644194,-0.286280457,2.328075732,1.171322679
TCGA-D3-A1Q5,1.466038726,0.148065657,1.890717045,0.698770183
TCGA-D3-A1Q6,1.637539476,0.217152374,2.530403977,0.945808206
TCGA-D3-A1Q7,1.757097819,1.368344059,3.859839094,2.351512223
TCGA-D3-A1Q8,1.510934031,-0.007215664,2.283368482,0.759592309
TCGA-D3-A1Q9,1.663148862,0.123113187,2.755865409,2.071767898
TCGA-D3-A1QA,1.704690692,0.28642957,2.618872001,2.105908531
TCGA-D3-A1QB,1.756646315,1.142457258,3.706939861,2.082261029
TCGA-D3-A2J6,1.722460275,0.086374419,3.001069317,1.434744502
TCGA-D3-A2J7,1.716684965,0.367501315,2.984768311,1.997086557
TCGA-D3-A2J8,1.749156985,1.160925962,3.61569996,2.599672421
TCGA-D3-A2J9,1.758326659,1.979948571,3.785373459,2.099615043
TCGA-D3-A2JA,1.684544554,0.135656989,3.0620112,1.932903281
TCGA-D3-A2JB,1.722744922,1.373029148,3.291249164,1.473459233
TCGA-D3-A2JC,1.709211554,0.305540836,3.287460341,1.885916739
TCGA-D3-A2JD,1.589515947,0.352044302,2.130965182,1.227645077
TCGA-D3-A2JE,1.029871859,-0.327626165,1.920124246,0.22592926
TCGA-D3-A2JF,1.743478423,0.391322252,3.431393368,1.838108901
TCGA-D3-A2JG,1.573343292,-0.449767762,2.256308162,1.016381409
TCGA-D3-A2JH,1.746930822,1.151724629,3.592922979,2.015590256
TCGA-D3-A2JK,1.57597401,-0.691272206,1.56193958,0.688063697
TCGA-D3-A2JL,1.721563256,0.41989532,3.342908508,1.476869291
TCGA-D3-A2JN,1.593237969,-0.021446606,3.067845296,0.809734744
TCGA-D3-A2JO,1.72708066,0.543219392,3.458154041,2.174251751
TCGA-D3-A2JP,1.666612448,0.185902016,3.074291544,1.196062828
TCGA-D3-A3BZ,1.723091706,0.533144699,3.225964877,1.733161139
TCGA-D3-A3C1,1.560655467,-0.483483595,1.839649153,1.060089402
TCGA-D3-A3C3,1.627077219,0.433586215,2.783151165,1.135288524
TCGA-D3-A3C6,1.69701866,-0.356159898,2.31267276,0.729933847
TCGA-D3-A3C7,1.595959782,0.182710456,2.911234542,0.934569145
TCGA-D3-A3C8,1.755791847,2.027394146,4.17699223,2.481056895
TCGA-D3-A3CB,1.721142135,1.242889829,3.336276751,3.407282105
TCGA-D3-A3CC,1.63306499,-0.495794951,2.073417864,0.576272226
TCGA-D3-A3CE,1.687767199,0.84973095,3.248676966,1.789623716
TCGA-D3-A3CF,1.701965748,0.730386033,3.057097625,1.518033318
TCGA-D3-A3ML,1.576269506,-0.496477164,1.831433473,0.491585788
TCGA-D3-A3MO,1.370860966,-0.165348575,1.441110196,0.22670299
TCGA-D3-A3MR,1.728753108,0.654960023,3.400456778,1.75581847
TCGA-D3-A3MU,1.683369283,-0.296364613,2.780484374,1.599677879
TCGA-D3-A3MV,1.62289728,-0.248304124,1.910694004,0.796095374
TCGA-D3-A51E,1.755046296,0.4574216,3.405976538,1.843410323
TCGA-D3-A51F,1.749265095,1.600675639,3.874762669,2.06980125
TCGA-D3-A51G,1.681879189,-0.10189117,2.981517529,1.438834944
TCGA-D3-A51H,1.746221944,1.877412597,3.336637185,1.572854184
TCGA-D3-A51J,1.73187282,0.952373071,3.375541137,1.850981168
TCGA-D3-A51K,1.729617952,-0.042668151,2.51731326,0.6144015
TCGA-D3-A51N,1.705744021,-0.233594527,3.21194287,1.730222499
TCGA-D3-A51R,0.875844002,-0.23798561,1.520650639,0.170085614
TCGA-D3-A51T,1.727316699,-0.238031243,2.758086932,1.455893519
TCGA-D3-A5GL,1.665456323,-0.340714726,1.796671748,1.294992792
TCGA-D3-A5GN,1.739973118,-0.057061369,3.201885288,1.761704623
TCGA-D3-A5GO,1.741994338,-0.207121576,3.30890998,1.364106155
TCGA-D3-A5GR,1.661413047,0.310044539,3.151182166,1.7842563
TCGA-D3-A5GS,1.732777979,0.032531988,3.211594074,1.517462465
TCGA-D3-A5GT,1.278496556,-0.304368153,1.451155097,0
TCGA-D3-A5GU,1.732651037,0.041337408,3.11678985,1.201200418
TCGA-D3-A8GB,1.734961683,0.626658104,3.451184845,1.463329982
TCGA-D3-A8GC,1.565519463,-0.106444431,2.388093761,1.771033053
TCGA-D3-A8GD,1.753602836,1.269838818,3.55178254,2.002411444
TCGA-D3-A8GE,1.577358358,0.88056371,3.04395503,1.398641262
TCGA-D3-A8GI,1.658705913,-0.794333408,1.834334928,0.737216504
TCGA-D3-A8GJ,1.754326442,1.102583015,3.928934196,2.220121169
TCGA-D3-A8GK,1.46280411,-0.31325054,1.397946851,0.609028497
TCGA-D3-A8GL,1.632707776,-0.262019658,1.559621063,1.051642516
TCGA-D3-A8GM,1.734214813,0.379729227,2.983890082,1.941241032
TCGA-D3-A8GN,1.754285076,0.385450117,3.426844166,1.886285938
TCGA-D3-A8GO,1.62266218,-0.450664199,2.555129738,1.203367459
TCGA-D3-A8GP,1.70483683,-0.659672352,2.262309538,0.771190482
TCGA-D3-A8GQ,1.562371984,-0.218572538,2.367470006,0.952521227
TCGA-D3-A8GR,1.67272278,-0.883339136,1.728120094,1.317131108
TCGA-D3-A8GS,1.729204378,0.755315176,3.205934851,1.625920244
TCGA-D3-A8GV,1.651214264,-0.523757189,2.049629678,1.233744686
TCGA-D9-A148,1.69313911,-0.093455142,2.806412219,1.999489404
TCGA-D9-A149,1.756378535,0.206322667,3.071784417,1.771854883
TCGA-D9-A1JW,1.740213141,0.317442336,3.03266219,1.898620982
TCGA-D9-A1JX,1.731598962,0.300200395,3.097845252,1.691169934
TCGA-D9-A1X3,1.508645329,-0.316940304,1.364974817,0.86193447
TCGA-D9-A3Z1,1.742406113,0.512033921,3.193502631,1.665937285
TCGA-D9-A3Z3,1.696610735,0.161448606,2.893377261,1.686155241
TCGA-D9-A3Z4,1.707539035,0.358762278,3.066267525,1.548547873
TCGA-D9-A4Z2,1.494340731,-0.142687713,2.134028569,0.96964884
TCGA-D9-A4Z3,1.051556269,0.19521958,2.129863944,0.871771358
TCGA-D9-A4Z5,1.662663013,-0.720748972,2.149316114,1.128899841
TCGA-D9-A4Z6,1.656675898,-0.121715806,2.08484035,1.311340555
TCGA-D9-A6E9,1.756166387,0.921127544,3.568016629,2.403974537
TCGA-D9-A6EA,1.654794081,-0.401401284,2.254776016,1.197710504
TCGA-D9-A6EC,1.670509176,-0.693633406,2.387579053,1.27898897
TCGA-D9-A6EG,1.384982428,-0.135069188,1.470109714,0.684306646
TCGA-DA-A1HV,1.754063264,0.218044523,3.555747056,1.740493748
TCGA-DA-A1HW,1.708878762,0.85571591,3.417958924,1.989887007
TCGA-DA-A1HY,1.607606898,-0.401730752,2.116399905,1.615197534
TCGA-DA-A1I0,1.662932119,-0.042973072,2.056588915,0.850823837
TCGA-DA-A1I1,1.744764933,0.380096647,3.328823036,2.012584164
TCGA-DA-A1I2,1.735870038,-0.199921962,3.284264443,1.524938489
TCGA-DA-A1I4,1.63279107,-0.185490264,2.262939067,1.517443995
TCGA-DA-A1I5,1.708872715,0.527303553,3.164628728,2.207793194
TCGA-DA-A1I7,1.648002791,-0.035504671,2.615958177,1.024181802
TCGA-DA-A1I8,1.53074726,-0.483813249,1.933247189,1.038842616
TCGA-DA-A1IA,1.64246462,-0.965370949,1.587828707,1.409097528
TCGA-DA-A1IB,1.750549224,1.926524085,3.571140394,2.057350346
TCGA-DA-A1IC,1.688398961,0.06037955,2.497077575,1.66583324
TCGA-DA-A3F2,1.721159124,1.28289221,3.014684447,1.381880065
TCGA-DA-A3F3,1.731776495,0.212956914,2.570367996,1.730770974
TCGA-DA-A3F5,1.526300317,0.008038934,1.923046177,1.194128439
TCGA-DA-A3F8,1.749621291,1.362437567,3.808409979,2.585765193
TCGA-DA-A95V,1.737097962,-0.391644137,2.93206449,2.218753386
TCGA-DA-A95W,1.684238845,-0.117145059,2.740538762,1.54450708
TCGA-DA-A95X,1.716606367,-0.1350973,2.864442377,1.914476969
TCGA-DA-A95Y,1.718975671,-0.376171287,1.842440943,0.999026089
TCGA-DA-A95Z,1.634074473,-0.313127954,2.51823689,1.263423011
TCGA-DA-A960,1.552686307,-0.872168917,1.701047892,1.245058395
TCGA-EB-A1NK,1.644760711,-0.351194817,2.266267542,1.096628499
TCGA-EB-A24C,1.639083248,-0.352598477,1.95648865,0.99297303
TCGA-EB-A24D,1.709186531,-0.071560589,2.643790491,1.126929749
TCGA-EB-A299,1.681769929,-0.505487626,2.693101569,1.104889808
TCGA-EB-A3HV,1.580868979,-0.613843143,1.993862858,1.038405544
TCGA-EB-A3XB,1.6861317,0.072353293,2.554248176,1.880869018
TCGA-EB-A3XC,1.668153397,-0.335170152,2.623433281,0.787517149
TCGA-EB-A3XD,1.680361121,0.21725365,2.806279263,1.58546073
TCGA-EB-A3XE,1.67603498,-0.372277876,2.800388009,0.559439777
TCGA-EB-A3XF,1.75595604,-0.180303027,3.240651887,1.926785263
TCGA-EB-A3Y6,1.728134419,-0.09387113,2.772501526,1.432967688
TCGA-EB-A3Y7,1.673328011,-0.739675976,1.534765284,1.363845045
TCGA-EB-A41A,1.609812317,-0.463327446,2.32923164,0.831146414
TCGA-EB-A41B,1.552043732,-0.295525994,2.50297624,1.407071228
TCGA-EB-A42Y,1.654737122,-0.257071024,2.272014723,1.249941527
TCGA-EB-A42Z,1.65266816,-0.230321424,2.583689711,1.295078656
TCGA-EB-A430,1.719962591,-0.260246621,2.839304343,1.405471012
TCGA-EB-A431,1.681258551,-0.138554132,2.317563574,1.509444477
TCGA-EB-A44N,1.697338036,0.132833718,2.74166564,1.386513234
TCGA-EB-A44O,1.618604287,-0.18625133,2.261882175,1.677799423
TCGA-EB-A44P,1.657497905,-0.240802351,2.628938207,1.995058384
TCGA-EB-A44Q,1.759719187,1.152881686,3.459169249,1.878676299
TCGA-EB-A44R,1.725914686,0.170252562,2.816676691,1.067457716
TCGA-EB-A4IQ,1.63190485,-0.597464242,1.680019852,1.218913445
TCGA-EB-A4IS,1.751268308,0.674087926,3.361480233,1.882283702
TCGA-EB-A4OY,1.666147867,-0.539417514,2.077153904,0.560384923
TCGA-EB-A4OZ,1.732497118,0.270223355,3.196266518,1.248233274
TCGA-EB-A4P0,1.689903554,-0.265249309,2.534072847,1.047364444
TCGA-EB-A4XL,1.680155866,0.223939038,3.055652335,1.369501581
TCGA-EB-A51B,1.728614623,-0.229566359,3.072692527,1.349456261
TCGA-EB-A550,1.665125739,-0.54938347,2.384213606,1.618127623
TCGA-EB-A551,1.758855762,0.794795695,3.557322504,2.377868793
TCGA-EB-A553,1.508489749,-0.441643092,2.476828013,0.898933505
TCGA-EB-A57M,1.665290438,-0.467709706,2.227311584,0.816797901
TCGA-EB-A5FP,1.540773094,-0.363595225,1.768542307,1.245927024
TCGA-EB-A5KH,1.260976319,-0.577576067,1.686972443,0.347564178
TCGA-EB-A5SE,1.667706756,-0.512085778,2.221325647,1.481391026
TCGA-EB-A5SF,1.64618139,-1.450300943,1.469066113,0.765519543
TCGA-EB-A5SG,1.755000916,1.388539075,3.996922425,2.176620775
TCGA-EB-A5SH,1.472726626,-0.344411296,2.155494732,0.751587005
TCGA-EB-A5UL,1.722754903,0.601165753,3.177364955,1.448693955
TCGA-EB-A5UM,1.71530232,0.125526499,2.983666722,1.235053493
TCGA-EB-A5UN,1.720596555,-0.368684617,2.365195894,1.997595617
TCGA-EB-A5VU,1.478325388,-0.235542151,2.213020847,0.886530205
TCGA-EB-A5VV,1.725220748,2.532563146,3.409047073,1.869376656
TCGA-EB-A6L9,1.70339571,0.897185843,2.967258626,1.6570482
TCGA-EB-A6QY,1.59926722,-0.215798297,2.305277618,1.196408336
TCGA-EB-A6QZ,1.622857778,-0.622894028,1.848117844,0.852290864
TCGA-EB-A6R0,1.750594954,0.363644378,3.629709542,2.461761065
TCGA-EB-A82B,1.721450838,-0.173727483,2.924302667,1.706675972
TCGA-EB-A82C,1.673508501,-0.470432879,2.021483785,0.734071396
TCGA-EB-A85I,1.737140219,-0.035670373,3.147201546,1.618534443
TCGA-EB-A85J,1.751697249,0.577820676,3.329303511,1.836610807
TCGA-EB-A97M,1.727269838,-0.286646113,2.76950863,1.605123963
TCGA-EE-A17X,1.570407878,0.077649632,1.882139396,1.169912379
TCGA-EE-A17Y,1.651262112,-0.285562903,1.926260352,0.630010671
TCGA-EE-A17Z,1.036665239,-0.278042888,1.5159097,0.396059792
TCGA-EE-A180,1.690403476,-0.166107949,2.427614136,1.575957573
TCGA-EE-A181,1.754449971,0.326379615,3.407988671,1.930312652
TCGA-EE-A182,1.684517411,-0.89517027,1.96917612,0.902530473
TCGA-EE-A183,1.69070825,0.223739639,2.467259871,1.446672281
TCGA-EE-A184,1.659973288,0.060882072,2.726163841,1.657877747
TCGA-EE-A185,1.615658075,-0.534785774,1.237249678,0.634970735
TCGA-EE-A20B,1.623892137,-0.104868212,2.887490654,1.190844143
TCGA-EE-A20C,1.602804762,-0.350879335,1.646885723,1.488569047
TCGA-EE-A20F,1.719985091,0.162230695,3.064094931,1.495909103
TCGA-EE-A20H,1.68757802,-0.055392522,2.341827087,0.737407351
TCGA-EE-A20I,1.713681628,0.030524474,2.742130577,1.762017243
TCGA-EE-A29A,1.630494067,-0.349916054,1.871008622,1.416257627
TCGA-EE-A29B,1.679305709,-0.472768571,2.013779443,1.103749003
TCGA-EE-A29C,1.658689651,-0.575234324,2.116322196,1.171021066
TCGA-EE-A29D,1.6658235,-0.181222556,1.776177882,1.224810073
TCGA-EE-A29E,1.644496088,-0.414902459,2.105089793,0
TCGA-EE-A29G,1.69005531,0.004421282,2.62070041,1.213557599
TCGA-EE-A29H,1.649921861,0.078145284,2.662973033,1.555396777
TCGA-EE-A29L,1.310603588,-0.516364806,1.56919462,0.784389032
TCGA-EE-A29M,1.700177452,0.638513129,3.123340464,1.871832034
TCGA-EE-A29N,1.735867569,0.770203633,3.013009158,1.993763702
TCGA-EE-A29P,1.759309013,0.808063459,3.911600637,1.946595205
TCGA-EE-A29Q,1.531131456,-0.247095826,1.808621455,1.383564049
TCGA-EE-A29R,1.652837839,-0.187685175,2.094593871,0.872249534
TCGA-EE-A29S,1.710036045,0.262733066,2.645979665,1.260436328
TCGA-EE-A29T,1.590979179,0.114039687,3.027439584,1.982368486
TCGA-EE-A29V,1.406273424,-0.644871906,1.632494769,1.231150889
TCGA-EE-A29W,1.294416848,0.049727024,1.716232108,0.235376922
TCGA-EE-A29X,1.714336529,0.08415058,2.684746553,1.951326831
TCGA-EE-A2A0,1.583683127,0.888712947,3.139871278,1.740034871
TCGA-EE-A2A1,1.72765247,0.719386131,3.246762774,2.016389773
TCGA-EE-A2A2,1.657394034,0.400463872,2.796758339,1.530156138
TCGA-EE-A2A5,1.554462527,-0.01672238,2.057389907,1.033580556
TCGA-EE-A2A6,1.727109204,0.412620298,3.114149815,1.646164455
TCGA-EE-A2GB,1.710445873,-0.198261324,2.636413464,1.307277766
TCGA-EE-A2GC,1.741276273,0.861455756,3.567398613,1.822247867
TCGA-EE-A2GD,1.677406751,-0.22270374,2.427096232,1.691012495
TCGA-EE-A2GE,1.735518715,0.629018756,3.48626524,2.002710209
TCGA-EE-A2GH,1.676162411,0.982780305,3.564323406,1.509234791
TCGA-EE-A2GI,1.737557323,0.507457811,3.285779263,1.668851648
TCGA-EE-A2GJ,1.717608147,0.184356578,3.166463218,1.791762908
TCGA-EE-A2GK,1.72007555,2.11319825,3.115992764,1.533021751
TCGA-EE-A2GL,1.693549209,0.923506976,2.863411204,1.632863051
TCGA-EE-A2GM,1.557078088,-0.221073946,2.409769452,1.286918812
TCGA-EE-A2GN,1.626226324,-0.231129464,2.394582056,0.981746143
TCGA-EE-A2GO,1.367955241,-0.206476159,1.846987537,1.348125655
TCGA-EE-A2GP,1.639985843,0.246282331,2.57796373,1.638771706
TCGA-EE-A2GR,1.512762786,-0.179770994,1.76573982,0
TCGA-EE-A2GS,1.698009205,-0.116686665,2.942535753,1.355292486
TCGA-EE-A2GT,1.599782148,0.767467711,2.453705491,1.085501073
TCGA-EE-A2GU,1.753726356,0.472187676,3.311018834,1.908512362
TCGA-EE-A2M5,1.682398957,0.33177198,2.848088208,2.87356762
TCGA-EE-A2M6,1.451616288,0.030319564,2.580365843,1.237641745
TCGA-EE-A2M7,1.623078965,0.325421926,2.309687916,1.11046176
TCGA-EE-A2M8,1.751324376,1.640402463,3.849164875,2.253367087
TCGA-EE-A2MC,1.712917384,1.298516097,3.49004025,2.179726967
TCGA-EE-A2MD,1.647149308,0.287830806,2.635852679,1.368621544
TCGA-EE-A2ME,1.747677568,2.223627859,3.748780076,2.159774667
TCGA-EE-A2MF,1.738935159,-0.20481632,2.695512786,1.399433149
TCGA-EE-A2MG,1.702100862,1.133979521,3.088294725,1.73958421
TCGA-EE-A2MH,1.729208236,0.487574358,2.989289444,1.23157917
TCGA-EE-A2MI,1.718597916,0.296173008,3.224873899,1.860707449
TCGA-EE-A2MJ,1.755963474,1.069833492,3.522103651,1.96565129
TCGA-EE-A2MK,1.746783369,0.127338111,3.445708013,2.011265866
TCGA-EE-A2ML,1.724707552,0.581840358,2.909490172,1.969128307
TCGA-EE-A2MM,1.740935552,-0.20620786,2.640474077,1.385808183
TCGA-EE-A2MN,1.745675543,0.338118499,3.216787652,1.63722547
TCGA-EE-A2MP,1.736313216,-0.081878354,3.058581233,1.617729846
TCGA-EE-A2MQ,1.630405725,0.190074179,2.543941146,1.826088415
TCGA-EE-A2MR,1.711222539,1.493572782,3.25995507,2.580081786
TCGA-EE-A2MS,1.676482017,-0.130331934,2.758412581,1.229261932
TCGA-EE-A2MT,1.652235733,0.049012777,2.472717341,1.332702996
TCGA-EE-A2MU,1.742365395,0.296837876,3.533000939,2.168311823
TCGA-EE-A3AA,1.729476743,0.253704075,2.947693642,1.570897702
TCGA-EE-A3AB,1.52526265,-0.142743991,2.457501302,1.080312556
TCGA-EE-A3AC,1.717189274,0.269733053,3.075285442,1.76430543
TCGA-EE-A3AD,1.688911535,-0.113166986,1.696883228,0.956057921
TCGA-EE-A3AE,1.723750807,0.220269777,3.22088619,1.87997906
TCGA-EE-A3AF,1.715334,-0.219224898,2.740496971,1.281142496
TCGA-EE-A3AG,1.403665711,-0.583018606,1.863661935,0.434409208
TCGA-EE-A3AH,1.4366652,-0.550019976,1.971343144,1.069620004
TCGA-EE-A3J3,1.727780842,0.08438685,2.762430641,1.130462429
TCGA-EE-A3J4,1.462299173,-0.168998941,2.949341166,1.635002942
TCGA-EE-A3J5,1.693466539,0.414138401,3.34905823,1.839789044
TCGA-EE-A3J7,1.694813534,-0.241620736,2.600628975,1.048612691
TCGA-EE-A3J8,1.214783279,-0.353340105,1.733433739,0.894786663
TCGA-EE-A3JA,1.671064406,0.734946656,3.024459949,1.597765369
TCGA-EE-A3JB,1.639626383,0.062635239,2.73730464,1.492079787
TCGA-EE-A3JD,1.733994675,1.456755366,3.603888716,2.000459241
TCGA-EE-A3JE,1.75416903,1.472004771,3.834602603,2.495305618
TCGA-EE-A3JH,1.737891133,1.517519311,3.526919429,2.171032784
TCGA-EE-A3JI,1.574131195,0.23782306,2.373231848,1.351146698
TCGA-ER-A193,1.709229154,0.382636605,3.59104305,2.387097825
TCGA-ER-A194,1.680413126,-0.475125049,2.53127755,1.158078902
TCGA-ER-A195,1.712373416,1.172196805,3.246674424,1.812318969
TCGA-ER-A196,1.594917058,-0.175243353,2.04574575,1.609341442
TCGA-ER-A197,1.754435052,0.488555157,3.298233934,1.589266921
TCGA-ER-A198,1.671299879,0.471603753,2.82293767,1.600562353
TCGA-ER-A199,1.735888994,0.710960684,3.110385778,1.812322314
TCGA-ER-A19A,1.741656396,1.466377376,3.708319675,2.358602918
TCGA-ER-A19B,1.482742604,-0.277505224,1.980589987,1.548110446
TCGA-ER-A19C,1.617013033,-0.084885951,1.987067571,1.154387451
TCGA-ER-A19D,1.579768817,0.55742425,2.962903702,1.306401436
TCGA-ER-A19E,1.251925546,-0.343202805,2.490852008,0.932661445
TCGA-ER-A19F,1.663020867,-0.132755629,2.5080939,0.927657744
TCGA-ER-A19G,1.722779268,0.439510596,3.378475773,2.437235127
TCGA-ER-A19H,1.684857395,0.337305431,3.046956063,1.541314593
TCGA-ER-A19J,1.603061626,-0.406443146,2.148634518,1.502222216
TCGA-ER-A19K,1.745504273,-0.171328445,2.820973394,1.676583879
TCGA-ER-A19L,1.491200379,-0.084161579,2.226301935,1.150053019
TCGA-ER-A19M,1.746591524,0.56645666,3.737702003,2.990937928
TCGA-ER-A19N,1.687617034,0.733873483,3.183106796,1.84656348
TCGA-ER-A19O,1.716161689,0.392208793,2.648405785,1.272869226
TCGA-ER-A19P,1.752240992,1.955892235,3.720188144,2.099949834
TCGA-ER-A19Q,1.706738523,0.402337304,3.160050617,1.894076137
TCGA-ER-A19S,1.756320275,1.434134076,4.018982626,2.291996747
TCGA-ER-A19T,1.599679958,-0.344786382,1.341891362,0.446816666
TCGA-ER-A19W,1.752854743,1.560998727,3.888201709,2.485803736
TCGA-ER-A1A1,1.731182228,2.422834718,3.007881692,1.817698876
TCGA-ER-A2NB,1.702972673,-0.461782066,2.637044042,1.264016945
TCGA-ER-A2NC,1.587724499,0.154787078,2.469792183,2.07471407
TCGA-ER-A2ND,1.694452168,-0.523153345,2.670076485,1.071336957
TCGA-ER-A2NE,1.600992721,-0.187297453,1.505401815,0.927852645
TCGA-ER-A2NF,1.681184203,0.218204867,2.892837887,1.722009175
TCGA-ER-A2NG,1.746822766,0.999714387,3.634716603,2.283371344
TCGA-ER-A2NH,1.748172541,1.229831483,3.756044307,2.194011768
TCGA-ER-A3ES,1.304177752,-0.384538542,1.442279498,1.07191513
TCGA-ER-A3ET,1.72346534,0.250925157,2.57865105,1.732400194
TCGA-ER-A3EV,1.728506627,-0.123108947,2.620659804,1.092601355
TCGA-ER-A3PL,1.665213497,-0.202815813,2.501315746,1.424688937
TCGA-ER-A42H,1.533923269,-0.526090643,2.021549609,0.792328642
TCGA-ER-A42K,1.602720256,-0.235693488,2.224905075,1.160648574
TCGA-ER-A42L,1.68006827,0.376457848,3.242392885,1.903971795
TCGA-FR-A2OS,1.376813473,-0.315207556,1.794279707,0.827666456
TCGA-FR-A3R1,1.748173447,0.173040671,3.265943071,2.243288626
TCGA-FR-A3YN,1.710530213,0.420455157,3.076450251,1.954392556
TCGA-FR-A3YO,1.662993773,-0.925952055,1.385602295,0.876004106
TCGA-FR-A44A,1.745249644,1.32836019,3.935428121,2.364693548
TCGA-FR-A69P,1.425501532,0.023173337,2.192551764,0.93259044
TCGA-FR-A726,1.570411271,-0.404007504,1.994804174,0.980998153
TCGA-FR-A728,1.741912156,0.315843513,3.278305249,1.757169712
TCGA-FR-A729,1.727753958,0.741395455,3.481572432,1.83494942
TCGA-FR-A7U8,1.628671587,-0.661040158,2.129546589,0.696548589
TCGA-FR-A7U9,1.70897838,0.269645957,3.000346876,2.044390789
TCGA-FR-A7UA,1.757570155,2.031186645,3.945534643,2.588537246
TCGA-FR-A8YC,1.663983407,0.021226491,2.585371563,1.034263384
TCGA-FR-A8YD,1.51037273,-1.078074378,2.172059579,1.163918344
TCGA-FR-A8YE,1.675914556,1.462010336,2.914384513,1.782338589
TCGA-FS-A1YW,1.606703669,0.227004809,2.280557154,1.249706979
TCGA-FS-A1YX,1.702194142,-0.185685957,2.244074571,0.939848592
TCGA-FS-A1YY,1.481748291,-0.496929878,1.625617512,0.898796461
TCGA-FS-A1Z0,1.737307399,0.681361099,3.428674811,1.84194231
TCGA-FS-A1Z3,1.679939512,0.111464245,2.179900972,1.066892189
TCGA-FS-A1Z4,1.726078698,1.264035655,3.173808889,1.728838947
TCGA-FS-A1Z7,1.497968103,-0.298227469,2.2999526,0.981601179
TCGA-FS-A1ZA,1.724538701,-0.176050095,2.958054168,1.571456099
TCGA-FS-A1ZB,1.60648832,0.202010528,2.508757778,1.218758634
TCGA-FS-A1ZC,1.413994696,-0.433265001,1.604177406,0.399223622
TCGA-FS-A1ZD,1.11573092,0.046910366,1.672479569,0.810098041
TCGA-FS-A1ZE,1.45455248,-0.126693154,2.031410873,0.427421187
TCGA-FS-A1ZF,1.523410928,-0.514564608,2.223959127,1.272992007
TCGA-FS-A1ZG,1.579440654,-0.40773757,1.950103231,0.683623312
TCGA-FS-A1ZH,1.682446591,0.528002472,3.128500089,1.602106675
TCGA-FS-A1ZJ,1.437635517,0.116812432,2.622900291,0.854506439
TCGA-FS-A1ZK,1.620300296,-0.140660889,1.671294284,0.963339139
TCGA-FS-A1ZM,1.7333278,0.346851361,3.196671195,1.536809604
TCGA-FS-A1ZN,1.63584145,-0.672119241,2.10228455,1.498244371
TCGA-FS-A1ZP,1.581158691,0.216046385,2.468480661,1.728973528
TCGA-FS-A1ZQ,1.692849114,-0.370334667,2.182852171,1.344714436
TCGA-FS-A1ZR,1.703260693,0.012039536,2.860823759,1.489325551
TCGA-FS-A1ZS,1.51066687,0.059305955,2.080341162,1.349879487
TCGA-FS-A1ZT,1.724224239,1.053246231,3.104338416,2.039334789
TCGA-FS-A1ZU,1.254233313,-0.090125232,1.866903023,0.535306782
TCGA-FS-A1ZW,1.698898394,0.963979395,3.38693173,2.047064485
TCGA-FS-A1ZY,1.375558329,-0.21236661,1.651532101,0.394644269
TCGA-FS-A1ZZ,1.72497918,-0.65734802,2.28182806,1.266859394
TCGA-FS-A4F0,1.701959157,-0.579196088,2.082345914,1.760972543
TCGA-FS-A4F2,1.659880698,-0.472921042,1.837657044,0.802000198
TCGA-FS-A4F4,1.678949632,-0.287542897,2.357289268,0.967356058
TCGA-FS-A4F5,1.696561121,-0.822125398,2.568489961,1.268060535
TCGA-FS-A4F8,1.701112504,1.54177869,3.060682973,1.476993843
TCGA-FS-A4F9,1.557213473,-0.039473482,2.045721954,0.648769714
TCGA-FS-A4FB,1.406192616,-0.323453812,1.654219165,0.14823236
TCGA-FS-A4FC,1.674620723,-0.083377456,2.676535894,1.580030389
TCGA-FS-A4FD,1.663590363,0.524563422,2.630700607,1.379660787
TCGA-FW-A3I3,1.59877891,-0.416737013,2.145540248,1.342205479
TCGA-FW-A3R5,1.648481773,0.085573138,2.788301942,1.372715054
TCGA-FW-A3TU,1.712061369,-0.620116999,2.168076798,0.753107909
TCGA-FW-A3TV,1.681862492,0.168566399,2.548515421,1.324938547
TCGA-FW-A5DX,1.354098817,-0.360407585,2.203664168,1.093502232
TCGA-FW-A5DY,1.707906134,0.931992754,2.931564301,1.588502522
TCGA-GF-A2C7,1.375247467,-0.546470104,1.526613218,1.007504539
TCGA-GF-A3OT,1.685028784,0.085135629,3.049054447,2.912852575
TCGA-GF-A4EO,1.738747454,1.417478658,3.709174079,2.248397539
TCGA-GF-A6C8,1.706433744,-0.150752414,3.020911423,1.597224445
TCGA-GF-A6C9,1.748311237,0.406480482,3.347040652,1.365338202
TCGA-GF-A769,1.45563795,-0.219955419,1.90806478,1.55371073
TCGA-GN-A261,1.62677994,0.44057536,2.870875365,1.63645279
TCGA-GN-A262,1.200013441,-0.605935261,1.674882684,0.244079107
TCGA-GN-A263,1.655980509,-0.024671771,2.730282786,1.731964883
TCGA-GN-A264,1.587544382,-0.340485707,1.961052666,0.945882002
TCGA-GN-A265,1.697916899,0.901078843,3.367664309,1.913410089
TCGA-GN-A266,1.732406167,0.596867313,3.503416354,2.222570815
TCGA-GN-A267,1.736727931,0.053171344,2.775629605,0.957104229
TCGA-GN-A268,1.45463001,-0.217988446,2.04616705,0.916232797
